94464,107552,106257,128,129,7,130,134,263
131376,259984,261278,304,302,8,4527,4525,4527
377437,306770,307198,251,255,6,10469,10469,11519
186308,129363,128062,343,344,5,19067,19283,26294
307297,94915,94480,702,705,3,16846,16946,27567
153512,140619,138887,127,131,4,2479,2479,2479
140054,330510,330510,504,504,0,0,5164,11767
133558,263538,261806,380,376,4,5363,5364,5638
283109,152922,154653,587,584,5,36598,36585,53626
339206,288662,287365,234,239,5,260,265,369
89516,253943,254374,493,496,3,6509,6823,8552
339719,172925,174655,474,472,6,69586,69824,88303
83032,379594,378295,728,725,3,24770,24773,43767
122794,314142,312844,480,476,4,15656,15656,18030
129167,320247,320245,568,566,2,14439,14423,15534
350595,315574,314706,133,133,4,11759,11772,18283
37875,84922,85790,259,259,4,4360,4394,7659
134357,187069,184906,236,229,7,6730,6743,12985
297672,223604,223173,196,195,3,74358,74308,92854
396532,320618,320615,314,317,3,11894,11894,11894
47568,340091,340526,861,860,3,20122,19878,38005
330610,194163,194159,367,371,4,75935,75833,94577
274025,311167,309434,182,179,5,261,319,319
139952,184660,186393,212,217,5,5781,5906,9250
119628,281128,281997,382,381,5,27620,27961,38885
62319,203628,203199,609,604,5,43455,43751,53580
172875,166282,167147,113,112,3,6441,7059,12470
200658,328153,325985,487,479,8,31719,31727,80032
193191,385612,385180,613,613,2,58524,58524,68420
109808,287400,288266,472,474,2,14382,14384,24433
172040,136288,135418,270,268,6,15241,15647,29752
155885,92848,91981,327,328,3,19985,20340,26666
245591,128841,129270,430,425,5,11321,20302,57160
353632,290033,288734,199,202,3,5270,5270,5270
365276,83619,81883,857,865,8,27779,27858,53847
313749,133668,134965,463,458,5,29538,29546,37562
187258,359262,359262,500,500,0,0,4905,11275
340070,120663,120658,631,626,5,19125,19652,22173
198953,151230,149929,203,208,5,5938,5979,15016
315875,110632,111062,475,477,4,7530,7530,14231
126644,214021,212725,291,285,6,20477,21070,30897
379593,286002,287299,279,278,5,279,282,668
347857,387824,387821,223,220,3,1825,1828,8162
83559,335400,336264,747,751,4,35523,36014,65593
216533,5395,6264,654,655,5,27042,27039,27738
129790,263084,263079,378,383,5,11423,11423,19281
118453,254863,254430,330,329,1,57949,57949,59083
330701,269698,267961,191,190,9,2903,2912,13730
182437,293445,294311,416,418,2,30292,30294,66707
115807,276903,276899,392,388,4,9394,9932,10698
342350,339422,337688,110,112,6,15969,18029,22140
114878,120756,119022,262,256,6,4318,5706,4479
197927,239558,238690,159,155,4,53403,53766,86566
298076,343740,341572,304,296,8,17772,17933,21743
50126,62322,63620,100,102,4,503,509,3448
290912,114924,116654,596,594,6,10679,10683,17468
194445,302130,303431,549,554,5,31836,31841,75825
360954,192401,193697,505,505,6,71814,72254,90574
307206,329467,327301,229,223,6,11809,12315,18013
255129,303043,303912,394,399,5,473,478,480
316867,114126,112389,565,574,9,23180,25519,33192
70964,251664,252531,712,713,3,58016,58016,64792
91558,75844,76713,162,157,5,2715,2749,6715
302446,83978,83114,702,706,4,44501,44504,45205
75840,286543,288271,751,751,8,22460,22465,35887
134129,274314,275610,431,437,6,10188,11117,19821
252212,312802,311939,170,165,5,440,445,466
180169,281623,282920,366,367,5,33563,33766,68443
373112,328472,328043,144,141,5,142,171,171
324682,385243,386105,199,205,6,10745,10697,23709
175368,233885,232150,197,190,7,54943,54904,57560
119838,367920,367051,600,601,5,17847,17600,35283
194519,249499,250795,138,144,6,50355,50374,85004
371375,75119,72952,768,775,7,15217,15222,16595
286501,170270,168969,455,460,5,47966,47966,64944
105337,65264,67000,289,289,8,11194,11278,20779
337036,47963,46663,839,841,4,24492,24495,34216
54883,95533,95961,146,152,6,13440,13429,13440
305004,186368,187671,280,281,7,6362,6325,6362
173680,296771,295043,403,403,8,33919,34284,70996
206689,49998,49129,417,416,5,22222,22220,22222
287319,298039,298037,130,132,2,2396,2398,2561
297230,191437,192303,385,383,2,60381,60381,60381
88968,5397,5396,195,196,1,196,197,197
367855,267873,269602,272,265,7,13434,13442,17864
317738,312014,312451,108,103,5,5141,5145,11381
152641,89447,89878,170,167,3,18589,18852,19331
108557,192787,192783,400,404,4,30156,30528,40662
139187,256215,257085,388,394,6,25102,25102,26397
134907,258274,257837,323,326,5,2608,3210,9425
278752,336227,336664,247,244,5,2077,2081,2090
70102,201375,202241,663,665,2,32338,32444,45666
377848,158132,157264,692,696,4,49926,49992,67610
267819,150020,147853,295,302,7,1963,2393,3348
288906,181483,180613,287,293,6,52979,52991,72233
98401,122796,121067,203,202,7,5362,5362,5393
394307,106634,106196,825,831,6,30680,30765,38365
54886,43510,42643,144,147,3,18703,18705,24139
285297,295866,294569,281,276,5,4594,5138,4669
50962,381279,379977,825,825,6,48637,49476,58716
60987,184514,184511,597,600,3,44509,44462,55776
323619,70434,71296,705,699,6,26985,26993,29109
309544,131501,129771,491,493,6,28465,29231,38305
136997,194192,193759,171,170,1,1605,1606,2221
228397,281411,279245,310,304,6,5209,5033,5398
194052,259108,260411,256,263,7,35187,35187,67078
209313,295835,294966,278,279,5,37961,38054,92718
277804,170310,170738,358,362,6,53098,53106,71320
188104,274303,275599,231,231,6,2916,3556,4949
211517,321888,320160,299,291,8,1321,1329,18211
284359,321470,319307,213,206,7,207,214,372
103274,323150,324449,596,599,3,11623,11626,21008
292049,136643,137942,400,397,3,19648,19648,19648
155482,130981,132709,237,229,8,459,467,688
385682,131007,131010,659,656,3,36091,36922,43600
266654,200964,198794,458,468,10,68216,68172,87436
191868,320345,320340,605,600,5,32095,32100,76632
187264,140119,140116,161,158,3,4816,4819,6301
225696,91132,91568,410,412,4,9229,10300,24553
253396,200237,199369,223,223,4,9381,9615,13352
168976,339646,341374,462,462,8,32025,32622,68408
313444,169742,168008,710,716,6,58061,58711,77406
326639,343178,342311,123,120,3,164,167,169
213044,281632,279467,332,327,5,32643,32654,74967
330135,78580,79015,599,600,3,8329,8627,13491
207193,126779,126346,310,311,1,5561,5561,5561
132390,127021,128315,185,187,8,1744,2041,4067
134129,394746,393009,651,652,9,14687,20188,40477
332277,332818,331085,109,110,5,647,760,1400
212677,123613,123614,340,341,1,15449,15450,34638
202656,258594,257292,210,204,6,48451,48430,79219
186364,130660,131095,282,283,3,19130,19141,36196
147435,105925,105921,154,150,4,1170,1174,3384
134923,325029,326757,458,458,8,11082,11180,27541
175112,289097,289092,369,364,5,29947,29952,79068
129189,255290,254421,389,384,5,62432,62432,63557
144773,128917,128913,202,198,4,4319,4323,6943
217958,134358,133496,224,222,6,10988,10966,19444
50868,318117,317681,705,701,4,10810,10894,17502
119650,379621,380486,771,772,3,13946,13957,36307
85492,298075,296780,511,504,7,6629,7000,11853
304790,250366,250795,424,427,5,6811,6830,6830
287191,89508,90807,655,652,3,10898,10901,15640
230860,212341,211041,143,145,4,66427,66427,88710
324931,222661,223531,318,312,6,1397,1403,1430
135408,249028,247299,522,515,7,60342,61051,60770
107983,282553,283851,474,476,4,9877,10441,12688
119447,182737,181440,508,503,5,21199,21308,23403
283282,144654,145084,388,390,4,22800,22828,47331
128371,260100,260964,401,401,4,30759,31056,32051
370016,388306,388740,146,148,2,147,149,156
320334,357485,357918,173,174,1,9548,9549,18606
314576,277687,277686,169,170,1,226,227,227
209588,293779,295514,383,390,7,36438,36675,77940
