map,i,start,goal_near,goal_far,closed,forward,backward
den408d.map,25,1073,918,628,8,20,23
den408d.map,26,129,1063,1066,35,4,30
den408d.map,27,1128,941,379,8,23,29
den408d.map,28,1225,1061,847,15,13,13
den408d.map,29,1106,566,285,32,12,24
den408d.map,30,688,373,1214,16,21,33
den408d.map,31,347,407,966,5,33,28
den408d.map,32,289,223,1237,7,66,49
den408d.map,33,160,874,885,43,13,34
den408d.map,34,911,751,597,11,5,9
den408d.map,35,257,413,503,7,10,10
den408d.map,36,1156,1190,405,5,31,31
den408d.map,37,258,475,1291,8,50,44
den408d.map,38,499,413,1182,11,50,74
den408d.map,39,816,1062,507,11,11,11
den408d.map,40,840,905,63,6,45,119
den408d.map,41,722,380,437,13,6,6
den408d.map,42,1072,1291,346,10,37,49
den408d.map,43,288,873,1260,51,60,43
den408d.map,44,1225,1230,1158,6,7,7
den408d.map,45,442,218,1186,15,24,24
den408d.map,46,963,1212,95,13,59,125
den408d.map,47,785,842,98,8,24,27
den408d.map,48,1200,321,100,41,12,15
den408d.map,49,497,941,1198,25,21,28
den408d.map,50,720,692,261,5,18,20
den408d.map,51,192,1275,1043,71,26,42
den408d.map,52,818,660,508,9,7,7
den408d.map,53,408,226,694,11,21,16
den408d.map,54,1228,1207,846,12,22,25
den408d.map,55,569,475,903,5,30,18
den408d.map,56,128,560,1234,22,78,57
den408d.map,57,500,503,566,4,4,3
den408d.map,58,1009,1295,62,17,47,64
den408d.map,59,784,317,1229,18,30,26
den408d.map,60,226,223,1126,4,51,30
den408d.map,61,1297,1229,1063,9,17,22
den408d.map,62,225,658,903,16,71,11
den408d.map,63,1033,995,1132,9,9,9
den408d.map,64,408,132,1037,13,39,29
den408d.map,65,251,1068,1300,53,23,29
den408d.map,66,1168,1158,918,11,18,12
den408d.map,67,565,903,1245,27,14,14
den408d.map,68,496,1121,1035,52,13,23
den408d.map,69,665,631,465,5,18,19
den408d.map,70,1194,405,375,40,1,19
den408d.map,71,1129,532,502,28,1,8
den408d.map,72,128,159,631,2,23,23
den408d.map,73,1107,1068,527,10,32,47
den408d.map,74,817,933,1235,13,33,29
den408d.map,75,841,727,1225,15,24,24
den408d.map,76,1098,1293,564,16,24,24
den408d.map,77,1072,1197,914,6,8,8
den408d.map,78,1290,1123,1122,18,14,1
den408d.map,79,720,1030,978,11,10,18
den408d.map,80,194,198,869,7,109,29
den408d.map,81,913,1101,188,9,35,52
den408d.map,82,1009,1190,815,12,9,14
den408d.map,83,1291,260,374,134,9,9
den408d.map,84,848,223,1295,26,32,28
den408d.map,85,314,219,1062,6,28,28
den408d.map,86,1009,1196,220,8,39,56
den408d.map,87,1137,1299,156,13,52,73
den408d.map,88,562,659,1163,8,28,27
den408d.map,89,1241,1129,1039,17,7,17
den408d.map,90,256,497,938,17,22,22
den408d.map,91,857,1172,1273,21,26,47
den408d.map,92,1074,846,933,20,15,15
den408d.map,93,935,996,348,4,21,44
den408d.map,94,568,1124,1232,21,42,35
den408d.map,95,1005,1245,191,17,41,47
den408d.map,96,96,814,907,29,26,3
den408d.map,97,905,284,255,28,1,2
den408d.map,98,968,346,223,23,4,5
den408d.map,99,1137,722,378,27,15,31
den500d.map,0,23768,74340,114947,2418,4199,8447
den500d.map,1,19094,21862,93365,113,9813,660
den500d.map,2,70328,66074,104360,1115,11849,16734
den500d.map,3,97352,76733,35950,4709,7858,11542
den500d.map,4,74195,88254,31133,214,841,530
den500d.map,5,54961,49979,98801,8802,448,494
den500d.map,6,14872,71903,82491,4213,129,270
den500d.map,7,25786,67866,113841,1072,7720,10016
den500d.map,8,75074,64700,76415,79,20394,8522
den500d.map,9,13382,1326,89964,45,400,4265
den500d.map,10,67796,102348,20028,12827,66,4006
den500d.map,11,40027,29643,66927,2604,10008,6682
den500d.map,12,96040,83663,39971,1108,13721,14721
den500d.map,13,71562,49428,97437,10403,3,3
den500d.map,14,33077,64613,1871,652,5033,1137
den500d.map,15,60400,66136,112340,25,1610,333
den500d.map,16,66297,103452,24621,7991,500,635
den500d.map,17,65497,42611,35129,7255,1224,7490
den500d.map,18,18367,1602,41687,2678,162,2687
den500d.map,19,65192,93405,115794,8556,81,11004
den500d.map,20,66081,30770,94276,2212,6226,19381
den500d.map,21,44040,98305,93905,2131,4126,1552
den500d.map,22,9011,75070,87950,1564,1182,2029
den500d.map,23,23764,20621,63196,73,10671,4237
den500d.map,24,35723,83355,100271,453,2536,222
den500d.map,25,118953,93051,15442,408,746,431
den500d.map,26,22153,25620,97139,37,2793,4596
den500d.map,27,72394,30765,114026,2842,10444,18716
den500d.map,28,60100,75926,110924,2721,673,2553
den500d.map,29,67792,64103,26871,9499,451,5701
den500d.map,30,69513,114395,14621,11656,439,4884
den500d.map,31,104364,76460,64999,4087,26,1319
den500d.map,32,98859,74915,1045,16840,180,981
den500d.map,33,15993,13939,33988,460,295,1929
den500d.map,34,116680,93641,63820,414,7103,2963
den500d.map,35,10738,33957,44614,1814,128,97
den500d.map,36,110861,98237,76788,789,3674,3392
den500d.map,37,97202,79334,22011,641,4805,7963
den500d.map,38,87100,21038,16606,283,2428,2608
den500d.map,39,102257,70482,32036,471,12007,4685
den500d.map,40,114112,79920,70433,231,50,1655
den500d.map,41,65009,81932,84207,70,30,88
den500d.map,42,69472,62048,54387,65,7817,12503
den500d.map,43,55537,97460,112326,3599,425,235
den500d.map,44,86515,97188,24198,753,5557,1283
den500d.map,45,66408,57266,25770,77,3525,1873
den500d.map,46,66329,78465,5565,9588,41,182
den500d.map,47,114627,61437,17485,16673,474,230
den500d.map,48,81385,67782,16862,18865,396,3070
den500d.map,49,85384,81059,29465,36,7246,1755
den500d.map,50,82195,62701,7067,91,293,2036
den500d.map,51,60698,43181,73235,72,17420,7773
den500d.map,52,97930,76781,67159,4154,12597,11630
den500d.map,53,63817,25051,2182,3230,1172,1119
den500d.map,54,94758,11630,5028,13882,164,1204
den500d.map,55,23474,19351,47410,273,1587,2446
den500d.map,56,30611,73507,99956,6622,1235,7884
den500d.map,57,18730,11364,26871,537,1369,356
den500d.map,58,69226,77327,42895,8767,0,0
den500d.map,59,86232,100019,101401,181,258,587
den500d.map,60,110339,69899,10217,169,1206,840
den500d.map,61,71200,12497,21738,10612,23,193
den500d.map,62,67872,42893,111209,98,801,237
den500d.map,63,20864,20255,28549,38,91,91
den500d.map,64,97701,68998,15751,418,688,1758
den500d.map,65,38008,52371,73858,102,1029,1489
den500d.map,66,18024,75227,110887,1654,8842,378
den500d.map,67,103089,97154,28033,338,11210,4833
den500d.map,68,68922,49118,38013,120,7648,10489
den500d.map,69,86817,29940,14605,10722,509,3103
den500d.map,70,63736,70325,94029,89,16700,16696
den500d.map,71,22600,23949,84534,285,3561,4207
den500d.map,72,22601,15997,26741,69,434,598
den500d.map,73,73035,72420,21069,116,1079,290
den500d.map,74,11073,26010,32809,427,2915,950
den500d.map,75,113785,21374,24643,326,9380,950
den500d.map,76,104363,19405,22823,2047,2383,1171
den500d.map,77,95993,104836,65551,86,5136,483
den500d.map,78,70626,100362,9653,11732,169,639
den500d.map,79,12216,73825,67467,15157,108,504
den500d.map,80,18074,78748,104811,1919,2718,8955
den500d.map,81,67520,74923,99682,1185,11337,20102
den500d.map,82,22225,21362,26635,6,805,584
den500d.map,83,14753,66123,73899,1807,93,210
den500d.map,84,50933,62149,61733,120,9737,7359
den500d.map,85,96345,104386,33129,52,874,6016
den500d.map,86,60689,61854,25677,451,114,193
den500d.map,87,22041,58123,112583,2937,4087,6152
den500d.map,88,40008,50262,66083,5413,7960,6269
den500d.map,89,118072,42611,23311,294,8355,5027
den500d.map,90,34802,20527,102546,126,12432,12246
den500d.map,91,101154,106610,46060,23,199,664
den500d.map,92,3619,98907,99078,7304,120,2544
den500d.map,93,19744,17737,87100,10,2184,2400
den500d.map,94,64896,80189,99734,9428,1369,13518
den500d.map,95,56858,56386,28779,7379,0,0
den500d.map,96,75926,62110,18503,2781,139,1885
den500d.map,97,100297,102538,100516,270,15,83
den500d.map,98,112976,43976,38518,15573,5,502
den500d.map,99,21323,64452,96635,1085,7017,5436
den501d.map,0,58321,62433,73716,481,128,2010
den501d.map,1,73920,54838,23258,2402,4843,4595
den501d.map,2,47594,37275,28342,63,192,205
den501d.map,3,76776,62381,38559,6441,913,1377
den501d.map,4,67784,60309,23427,5973,2563,8123
den501d.map,5,60192,62638,77647,253,2950,4443
den501d.map,6,51096,56964,21612,5556,216,177
den501d.map,7,71152,60458,19622,4954,2066,968
den501d.map,8,68778,60853,28868,2432,612,6087
den501d.map,9,79720,83509,63901,20,4637,2576
den501d.map,10,27265,967,76188,359,1087,1499
den501d.map,11,52635,20190,53925,7381,3251,5459
den501d.map,12,64281,88114,56556,2940,3193,8713
den501d.map,13,59092,58302,64164,463,10026,8358
den501d.map,14,55345,74961,18835,540,6905,7405
den501d.map,15,57800,43784,53366,6672,3989,12260
den501d.map,16,23499,24062,70495,24,4490,1565
den501d.map,17,73576,72300,59101,942,3238,2680
den501d.map,18,60745,51907,59011,6478,2972,5966
den501d.map,19,27268,56266,77276,2414,388,1361
den501d.map,20,71824,75807,44561,2511,645,235
den501d.map,21,77057,88134,40741,1364,360,2778
den501d.map,22,72066,75207,87308,2843,955,3125
den501d.map,23,25312,41613,48411,102,65,132
den501d.map,24,73945,64487,57934,68,75,290
den501d.map,25,46244,73692,74886,3349,67,932
den501d.map,26,29096,70825,71689,2681,0,0
den501d.map,27,54536,51887,36913,258,2278,1167
den501d.map,28,53361,57893,70839,6299,99,3453
den501d.map,29,65304,33484,25302,5324,83,6290
den501d.map,30,51336,19881,60669,7750,2379,4839
den501d.map,31,57704,51121,88680,6436,2980,4453
den501d.map,32,40481,29108,53642,10793,1917,5087
den501d.map,33,75568,24578,42357,6161,982,1761
den501d.map,34,53763,39357,66564,976,1605,2166
den501d.map,35,71673,73683,31588,1120,140,732
den501d.map,36,41547,64015,75828,3736,1005,3087
den501d.map,37,61030,60394,73670,8872,202,3920
den501d.map,38,64347,78453,24501,478,4504,4993
den501d.map,39,58005,74311,37463,1008,3557,1290
den501d.map,40,54152,57016,29963,4869,100,7087
den501d.map,41,24556,8287,53693,323,7488,7146
den501d.map,42,81340,66598,4757,4437,3461,3013
den501d.map,43,14520,50842,41565,1133,6921,7037
den501d.map,44,66779,53814,23781,1808,733,5225
den501d.map,45,64614,62180,58606,15,4681,2016
den501d.map,46,74202,65558,53859,150,61,61
den501d.map,47,59088,47540,26196,1406,8831,11127
den501d.map,48,25387,75287,63956,4357,6669,7378
den501d.map,49,54776,50259,90029,454,2733,2170
den501d.map,50,61528,20462,6382,10369,2761,7614
den501d.map,51,71356,69005,28327,783,1789,975
den501d.map,52,56168,59476,66376,178,6600,8527
den501d.map,53,66376,38566,90011,6349,1420,3804
den501d.map,54,78002,67723,28327,66,2287,2065
den501d.map,55,43176,68138,64655,219,2644,2897
den501d.map,56,71800,63806,37013,3722,2448,3271
den501d.map,57,2052,26700,24596,831,79,299
den501d.map,58,72440,50028,56583,978,3956,2346
den501d.map,59,42968,64282,60159,11067,210,5148
den501d.map,60,89768,90277,54746,36,446,2195
den501d.map,61,36916,40750,12887,66,7090,7965
den501d.map,62,67152,41343,23972,3061,92,6069
den501d.map,63,64328,81441,81885,259,617,2324
den501d.map,64,59585,71267,62655,73,13287,9077
den501d.map,65,55193,64702,40762,3391,1387,3670
den501d.map,66,72425,73965,59031,2027,2836,1976
den501d.map,67,56012,70303,20701,1916,531,4067
den501d.map,68,28872,57944,79718,8073,152,2912
den501d.map,69,63186,70796,22947,5098,2837,11663
den501d.map,70,64489,57931,63215,79,14364,8694
den501d.map,71,28385,39986,48933,317,85,1647
den501d.map,72,77417,87308,34302,837,264,1397
den501d.map,73,36472,23979,53844,74,1762,737
den501d.map,74,26437,36918,57303,8035,0,0
den501d.map,75,67250,60967,8282,9920,3132,6216
den501d.map,76,59840,54318,75988,4768,2782,2109
den501d.map,77,77248,66964,77882,3528,164,362
den501d.map,78,54144,72615,25667,322,5968,8702
den501d.map,79,34033,42099,23679,7726,0,0
den501d.map,80,24592,58742,40202,8316,737,3727
den501d.map,81,60144,26232,29699,9092,0,0
den501d.map,82,59634,64298,88399,1199,212,541
den501d.map,83,25690,64821,76975,13867,20,1228
den501d.map,84,59514,54532,75927,2998,130,505
den501d.map,85,11264,72838,90295,7290,3390,4555
den501d.map,86,26136,71613,76078,2192,69,1484
den501d.map,87,70794,66247,54974,205,5495,3641
den501d.map,88,75857,54513,55312,4110,2371,3534
den501d.map,89,52880,68447,24524,4384,3519,7342
den501d.map,90,67257,76556,71428,3596,32,2784
den501d.map,91,56521,82252,62310,726,4075,5037
den501d.map,92,69019,71382,40212,292,3064,2114
den501d.map,93,74200,64031,28889,14385,78,2031
den501d.map,94,75240,53646,25573,275,241,1664
den501d.map,95,76813,56758,54767,76,102,102
den501d.map,96,60389,22615,74557,4507,941,3921
den501d.map,97,70491,78109,53141,67,729,3275
den501d.map,98,25578,62262,72943,8383,97,7924
den501d.map,99,54049,54725,25397,6873,1170,5422
den502d.map,0,40072,15303,27711,137,6540,3123
den502d.map,1,22803,16942,33989,66,23707,3462
den502d.map,2,19037,6598,30133,275,2452,249
den502d.map,3,28170,27108,27023,28,1232,4501
den502d.map,4,32018,28013,17715,513,156,208
den502d.map,5,8906,32381,28935,143,1742,1435
den502d.map,6,7368,23649,37178,136,708,78
den502d.map,7,24005,29237,17385,1206,16,49
den502d.map,8,6609,43547,44170,23773,0,3462
den502d.map,9,27353,25717,10247,37,270,4957
den502d.map,10,41849,36060,19887,64,3398,23773
den502d.map,11,38745,37812,12302,3462,0,23773
den502d.map,12,39905,31311,24165,206,6556,3589
den502d.map,13,26346,29861,44341,39,23734,3462
den502d.map,14,30801,30388,10247,6,149,495
den502d.map,15,33248,45203,15866,23773,0,0
den502d.map,16,22536,37479,46710,23773,0,0
den502d.map,17,38344,36247,46705,28,3434,23773
den502d.map,18,15128,16120,8863,54,30,55
den502d.map,19,15259,13687,36942,101,155,155
den502d.map,20,15520,8018,47118,51,321,170
den502d.map,21,51064,20893,7740,1819,116,7004
den502d.map,22,36680,48790,27026,3462,0,23773
den502d.map,23,29732,29301,18686,18,59,105
den502d.map,24,32849,23290,40629,56,23717,3462
den502d.map,25,24889,38405,5109,70,111,121
den502d.map,26,19723,28227,27876,211,1774,214
den502d.map,27,13021,15037,45177,75,23698,3462
den502d.map,28,15280,6950,18863,51,64,64
den502d.map,29,40008,38446,8404,3462,0,23773
den502d.map,30,38346,43006,9508,3462,0,23773
den502d.map,31,15140,22095,40606,152,23621,3462
den502d.map,32,6549,33197,28094,153,615,552
den502d.map,33,36141,40853,19999,23773,0,0
den502d.map,34,48552,44576,34774,23773,0,3462
den502d.map,35,34696,44844,10667,583,328,1163
den502d.map,36,17100,20108,31550,111,58,71
den502d.map,37,13274,20524,31996,66,1042,956
den502d.map,38,33561,29244,42887,3462,0,0
den502d.map,39,9724,16390,17333,43,133,552
den502d.map,40,31136,18020,6319,76,928,176
den502d.map,41,42386,26347,15635,115,156,618
den502d.map,42,27176,35329,31604,1667,13,467
den502d.map,43,29475,18999,27669,127,3784,3688
den502d.map,44,40610,19284,18460,3462,0,23773
den502d.map,45,24417,21916,24443,18,1438,693
den502d.map,46,18136,19479,23698,102,80,113
den502d.map,47,42186,31130,8823,122,731,1199
den502d.map,48,12761,37925,6410,23773,0,0
den502d.map,49,7959,29869,29503,225,11650,1639
den502d.map,50,27690,25179,40703,28,3759,7461
den502d.map,51,9822,20654,41045,69,23704,3462
den502d.map,52,23640,32360,16605,59,71,71
den502d.map,53,17984,23839,13977,60,74,74
den502d.map,54,929,20269,16060,98,49,485
den502d.map,55,10489,22943,39373,87,23686,3462
den502d.map,56,19488,13675,40915,40,196,106
den502d.map,57,14700,11604,21268,40,120,120
den502d.map,58,28946,12934,29455,82,3654,3189
den502d.map,59,33633,29154,21492,5851,8,1505
den502d.map,60,9262,24830,48140,113,1199,647
den502d.map,61,1363,6524,25819,1127,526,560
den502d.map,62,11740,9844,32983,34,129,179
den502d.map,63,12409,17317,43531,109,23664,3462
den502d.map,64,45273,36229,15637,23773,0,0
den502d.map,65,27680,15889,44649,145,3721,7396
den502d.map,66,40394,29135,36546,3462,0,23773
den502d.map,67,35442,43523,27020,71,3391,23773
den502d.map,68,16553,17779,12844,29,53,53
den502d.map,69,24563,21311,22027,103,2383,2148
den502d.map,70,14904,8647,7446,54,36,36
den502d.map,71,41057,34171,10762,56,3406,23773
den502d.map,72,42490,22559,11775,3462,0,23773
den502d.map,73,18282,28290,49595,355,748,171
den502d.map,74,7377,7002,15439,500,82,188
den502d.map,75,47321,21505,15839,2080,69,4878
den502d.map,76,21913,37319,19095,23773,0,0
den502d.map,77,30713,25006,15274,3005,22,70
den502d.map,78,26288,20658,11357,42,211,90
den502d.map,79,9041,16546,19395,71,76,95
den502d.map,80,26088,6141,9315,118,238,105
den502d.map,81,18888,9030,36097,1195,138,138
den502d.map,82,22950,31102,30966,1779,2042,4099
den502d.map,83,26018,39140,8438,23773,0,0
den502d.map,84,41302,30706,21982,64,55,66
den502d.map,85,30696,26907,7818,2606,61,61
den502d.map,86,26280,28162,14861,20,66,76
den502d.map,87,29360,42703,18286,23773,0,0
den502d.map,88,10057,14859,31010,42,518,174
den502d.map,89,39744,25811,39045,3462,0,23773
den502d.map,90,29946,37316,43718,23773,0,3462
den502d.map,91,5290,10703,33974,32,23741,3462
den502d.map,92,15080,9510,39683,76,712,193
den502d.map,93,38529,48159,19491,3462,0,23773
den502d.map,94,8601,11617,25190,821,427,136
den502d.map,95,23978,34863,6788,2335,4811,228
den502d.map,96,21122,18653,30140,40,2152,1148
den502d.map,97,30387,31731,16374,3716,52,238
den502d.map,98,11473,27127,18023,130,48,234
den502d.map,99,19217,9035,2170,60,33,74
den504d.map,0,25105,25862,22339,48,68,68
den504d.map,1,12924,4055,4638,66,8,8
den504d.map,2,30314,27708,18621,51,6586,1429
den504d.map,3,3064,2900,22311,23,8788,3762
den504d.map,4,28707,20255,9197,1328,2474,1536
den504d.map,5,17640,9511,5761,80,92,449
den504d.map,6,23833,6358,365,3383,239,1983
den504d.map,7,20777,21818,4949,259,2037,6219
den504d.map,8,17953,19827,12926,29,2010,3902
den504d.map,9,26280,19200,8489,6132,122,1439
den504d.map,10,25682,19675,7332,69,505,1692
den504d.map,11,15761,2510,26557,436,839,3538
den504d.map,12,27849,5757,2035,635,71,3176
den504d.map,13,29269,7806,9061,4449,675,1887
den504d.map,14,11227,13508,2637,32,227,378
den504d.map,15,22618,4079,1780,2660,1164,6011
den504d.map,16,23826,25715,18789,49,232,67
den504d.map,17,20402,16244,12342,77,836,1962
den504d.map,18,25281,19233,2185,267,163,4107
den504d.map,19,2081,4074,23133,24,2633,2719
den504d.map,20,15060,22358,29127,2055,1657,633
den504d.map,21,9095,8058,30455,158,1914,4782
den504d.map,22,19972,6230,3789,1967,539,4457
den504d.map,23,26360,27722,6215,1236,3088,5938
den504d.map,24,1319,15519,24758,172,5619,2374
den504d.map,25,7619,12342,24071,541,4268,1689
den504d.map,26,27435,21534,19085,772,183,38
den504d.map,27,23403,31431,10492,196,2290,1208
den504d.map,28,26282,25891,11053,2477,1639,666
den504d.map,29,29144,28698,27871,21,20,20
den504d.map,30,27707,10085,3764,3893,901,2948
den504d.map,31,19360,2060,27865,678,473,291
den504d.map,32,26209,25369,13517,847,2125,2526
den504d.map,33,18084,25685,22036,76,3005,1324
den504d.map,34,6896,8193,18660,20,1230,123
den504d.map,35,26680,15485,1037,120,107,3169
den504d.map,36,2765,24967,30558,3564,3206,2394
den504d.map,37,1481,6751,25402,214,3691,2971
den504d.map,38,8784,2059,23129,52,1674,2708
den504d.map,39,24577,25142,31300,12,169,258
den504d.map,40,22088,18952,16213,378,190,641
den504d.map,41,27344,25120,633,1174,2594,6542
den504d.map,42,20076,22076,7190,442,137,1109
den504d.map,43,21482,17195,2045,3728,175,4886
den504d.map,44,3088,5087,14949,18,502,90
den504d.map,45,27385,28011,9054,302,1914,2113
den504d.map,46,27010,11086,18893,4079,2799,994
den504d.map,47,23651,25108,5339,134,2009,5156
den504d.map,48,15810,15339,8190,863,50,5673
den504d.map,49,21659,24255,29301,41,2154,133
den504d.map,50,15225,18812,25748,1970,841,2285
den504d.map,51,22825,16095,29727,57,517,96
den504d.map,52,9467,10195,1341,19,69,301
den504d.map,53,24321,2341,4508,3235,961,4966
den504d.map,54,16937,6783,9378,294,43,125
den504d.map,55,19096,12498,26836,2081,35,46
den504d.map,56,4088,16491,25828,473,2570,3102
den504d.map,57,19532,14661,942,1748,335,4415
den504d.map,58,24948,24110,10926,27,2110,1931
den504d.map,59,31424,16089,10939,4193,276,897
den504d.map,60,13487,11226,28271,144,2770,690
den504d.map,61,24265,14763,6324,489,91,2054
den504d.map,62,27665,29419,25479,480,516,1720
den504d.map,63,1905,25259,28123,3683,4075,2014
den504d.map,64,31156,14655,1087,4626,214,2541
den504d.map,65,344,2489,25406,16,3492,3085
den504d.map,66,7912,20355,31435,1898,1502,4101
den504d.map,67,4331,18076,22774,1047,4231,1509
den504d.map,68,25520,24061,3185,398,693,4192
den504d.map,69,26954,16355,6772,633,1592,2587
den504d.map,70,23897,16530,1177,492,1961,5605
den504d.map,71,16757,10071,3470,344,274,432
den504d.map,72,8497,21364,22627,3808,855,2057
den504d.map,73,25713,31582,25925,77,2329,834
den504d.map,74,6897,2356,18902,68,296,423
den504d.map,75,13618,6324,4933,82,45,2199
den504d.map,76,27572,7772,2613,4179,79,3058
den504d.map,77,27993,12371,9517,3837,274,1316
den504d.map,78,5791,7610,767,54,35,67
den504d.map,79,24182,22987,23134,511,47,680
den504d.map,80,14200,11515,24772,203,2329,2096
den504d.map,81,28117,27655,28869,680,16,16
den504d.map,82,26672,26381,23952,8,17,20
den504d.map,83,1040,24531,27665,3181,2519,997
den504d.map,84,13636,22351,335,2645,72,477
den504d.map,85,6195,16227,23122,295,2217,2342
den504d.map,86,23136,19181,13057,5411,14,427
den504d.map,87,30429,24830,22951,62,34,127
den504d.map,88,22688,24524,4495,37,2528,2899
den504d.map,89,26993,18756,5497,6186,271,2488
den504d.map,90,28300,2519,2638,4828,873,1767
den504d.map,91,22392,4787,5769,2641,657,1276
den504d.map,92,18769,25821,29428,907,90,5420
den504d.map,93,641,2751,6899,51,142,48
den504d.map,94,16485,4052,27709,96,372,458
den504d.map,95,27696,16539,23620,1406,719,2681
den504d.map,96,10081,4209,1639,168,76,379
den504d.map,97,24056,26769,10778,24,2878,3662
den504d.map,98,4792,23824,24082,2439,2375,870
den504d.map,99,2902,478,18329,25,554,137
den505d.map,0,21666,65597,106319,865,935,303
den505d.map,1,19167,64631,76414,10977,4898,1489
den505d.map,2,84809,103454,97207,76,796,1294
den505d.map,3,72170,86813,112335,58,1332,162
den505d.map,4,31473,43467,63838,943,231,4064
den505d.map,5,47705,40593,19149,4713,322,82
den505d.map,6,114081,76756,40033,146,290,1105
den505d.map,7,1029,32523,66725,4927,331,2251
den505d.map,8,42323,117806,121815,266,1722,284
den505d.map,9,65592,66915,27919,14729,197,498
den505d.map,10,69464,62027,67515,123,889,1121
den505d.map,11,9872,15730,97454,1072,5321,339
den505d.map,12,41400,36233,86223,20,8692,11453
den505d.map,13,56953,33142,118371,94,1660,548
den505d.map,14,69914,59811,6439,1736,2261,1646
den505d.map,15,19164,44052,65471,2125,3922,584
den505d.map,16,63537,29353,110613,4591,2003,5362
den505d.map,17,52566,70326,69034,625,7572,12976
den505d.map,18,19449,71343,79629,4389,105,230
den505d.map,19,47418,44046,42043,4121,6,3818
den505d.map,20,94185,29124,24340,1201,8248,11940
den505d.map,21,79617,93982,113774,429,1462,4069
den505d.map,22,48002,54101,69859,6096,3583,8058
den505d.map,23,19865,81355,89677,287,242,242
den505d.map,24,11626,23718,54959,1062,1607,5542
den505d.map,25,113251,33414,32215,402,13448,6303
den505d.map,26,102545,74111,57799,21532,0,0
den505d.map,27,21104,22041,98493,80,8429,1201
den505d.map,28,22065,36298,59163,1102,5038,4580
den505d.map,29,27192,8193,112942,1816,3943,10747
den505d.map,30,98529,103106,66139,84,762,2079
den505d.map,31,76752,87094,22348,47,5899,1850
den505d.map,32,85098,100853,12814,331,2436,1794
den505d.map,33,26362,72490,97171,4746,3571,7692
den505d.map,34,27972,84796,97935,345,3823,596
den505d.map,35,101977,110899,116365,1142,35,1491
den505d.map,36,71752,94510,86796,15467,0,0
den505d.map,37,37153,8225,116663,219,1405,288
den505d.map,38,2472,56396,64609,2739,3814,3836
den505d.map,39,74056,34492,8438,3286,2054,966
den505d.map,40,99673,32522,25791,13902,1139,935
den505d.map,41,1304,19142,31467,1825,383,1060
den505d.map,42,43984,51979,115777,85,11516,15994
den505d.map,43,66634,104892,103525,7709,229,1802
den505d.map,44,115779,99406,33127,1077,424,2919
den505d.map,45,45762,1901,121542,262,1455,276
den505d.map,46,25915,20470,116060,28,7011,10062
den505d.map,47,50009,46243,1889,76,4853,1106
den505d.map,48,113776,97479,12520,193,628,2510
den505d.map,49,18603,85100,119238,3443,240,386
den505d.map,50,17784,17959,99637,1301,7091,8445
den505d.map,51,68346,36788,76779,2203,5855,15530
den505d.map,52,64345,50838,63002,68,7809,15923
den505d.map,53,97688,103794,70951,103,19943,12498
den505d.map,54,92616,92789,99107,1133,19,65
den505d.map,55,63464,26183,31758,1371,4546,4899
den505d.map,56,78498,104518,15183,838,2476,4145
den505d.map,57,94201,103942,39665,112,13659,15635
den505d.map,58,21920,20269,22343,78,1397,571
den505d.map,59,93752,112615,68620,434,19566,17140
den505d.map,60,70375,67847,86519,9400,123,14073
den505d.map,61,19650,66403,93458,1395,8043,723
den505d.map,62,56684,73644,110057,509,195,195
den505d.map,63,73526,92794,20794,16468,0,0
den505d.map,64,57533,69903,66078,413,16239,7306
den505d.map,65,19168,70141,94029,1545,10451,1982
den505d.map,66,94801,99708,104818,50,99,63
den505d.map,67,103666,31051,19647,11229,6,470
den505d.map,68,97105,63269,66316,535,16404,13323
den505d.map,69,37369,20170,9075,82,688,254
den505d.map,70,50840,58587,45197,30,6032,6735
den505d.map,71,87968,70386,46283,21230,0,0
den505d.map,72,30329,67873,62305,1508,3901,5580
den505d.map,73,10160,31464,66905,1755,1517,3489
den505d.map,74,48920,75328,110909,97,1316,294
den505d.map,75,32501,33637,11092,17,639,296
den505d.map,76,20840,24030,112604,244,4697,437
den505d.map,77,114344,110373,53421,259,16452,11311
den505d.map,78,9946,26259,25391,1032,11,44
den505d.map,79,59848,73319,50841,298,9197,7884
den505d.map,80,104937,99996,80183,286,4778,1951
den505d.map,81,19376,20215,61182,26,7492,733
den505d.map,82,82203,71220,18549,18679,112,78
den505d.map,83,32849,16882,99734,508,1725,249
den505d.map,84,25034,14471,19387,252,102,62
den505d.map,85,45960,66601,93742,288,16646,17747
den505d.map,86,98603,80180,72926,4339,12741,9768
den505d.map,87,72452,11943,24647,310,4804,964
den505d.map,88,87097,63820,17724,4052,524,223
den505d.map,89,104360,93188,83342,61,274,1618
den505d.map,90,22169,21921,3314,157,4005,1092
den505d.map,91,19473,39086,64707,1365,251,3329
den505d.map,92,60888,100020,7924,9020,1624,2365
den505d.map,93,30480,46283,7342,218,3586,1051
den505d.map,94,117817,32210,28490,13838,334,2707
den505d.map,95,65857,19947,19474,171,3658,1022
den505d.map,96,75354,72109,49502,20489,0,0
den505d.map,97,52083,49422,25043,7426,14,1809
den505d.map,98,47394,30773,85371,414,7299,13103
den505d.map,99,19680,75938,66334,2730,3938,376
den510d.map,0,112466,109603,27453,331,20136,36022
den510d.map,1,100473,129036,55421,4858,580,1184
den510d.map,2,25664,24863,113667,905,20475,23204
den510d.map,3,43070,68926,28127,1090,11524,3865
den510d.map,4,65547,60695,73516,100,170,514
