map,i,start,goal_near,goal_far,closed,forward,backward
lgt602d.map,42,6368,23778,61518,10879,241,123
lgt602d.map,43,7720,46814,55024,9387,6713,6899
lgt602d.map,44,30225,7348,14501,182,234,84
lgt602d.map,45,18840,3944,13465,134,95,95
lgt602d.map,46,61450,6839,7109,5964,30,9992
lgt602d.map,47,50385,32395,4606,86,14025,8636
lgt602d.map,48,49400,28515,35834,3836,133,112
lgt602d.map,49,15154,3883,29172,4224,798,578
lgt602d.map,50,43873,46154,20661,16496,589,1489
lgt602d.map,51,29746,11396,28810,481,12169,6500
lgt602d.map,52,56228,49284,31869,7085,5032,19832
lgt602d.map,53,24424,17782,51913,1894,21843,8798
lgt602d.map,54,55625,41687,27261,77,8489,6686
lgt602d.map,55,26996,44132,59782,5325,6758,10029
lgt602d.map,56,14040,63203,54527,1509,10975,4697
lgt602d.map,57,14729,39246,38205,2218,643,307
lgt602d.map,58,40504,19577,55493,3255,9027,8280
lgt602d.map,59,5931,12853,2940,68,1299,1113
lgt602d.map,60,41512,33646,13042,4511,69,216
lgt602d.map,61,4184,15717,18995,71,1825,3498
lgt602d.map,62,25504,24786,23843,6,22,23
lgt602d.map,63,25403,51796,14989,2412,263,104
lgt602d.map,64,30425,22874,36727,2464,3090,7143
lgt602d.map,65,54257,40821,12283,637,7230,6069
lgt602d.map,66,8681,10426,41325,1821,5757,12636
lgt602d.map,67,10169,3407,38530,172,7093,11333
lgt602d.map,68,36988,41212,8283,2585,158,1556
lgt602d.map,69,31000,38642,61021,170,3014,3554
lgt602d.map,70,57122,42171,4421,7246,4960,7270
lgt602d.map,71,61040,35641,36457,16242,2220,6243
lgt602d.map,72,46819,14413,19006,413,4942,4363
lgt602d.map,73,12840,18125,55262,28,15096,4900
lgt602d.map,74,45617,62883,23961,544,5970,10939
lgt602d.map,75,26232,21019,43158,755,361,419
lgt602d.map,76,39672,46394,12835,7567,52,54
lgt602d.map,77,59804,55206,37318,58,7115,7730
lgt602d.map,78,15691,14195,52271,220,6103,3006
lgt602d.map,79,29333,49733,21990,4248,994,2692
lgt602d.map,80,21896,23082,57675,3920,810,175
lgt602d.map,81,32481,42301,41795,109,620,154
lgt602d.map,82,49432,23908,12573,5054,102,153
lgt602d.map,83,44211,53125,30638,72,10238,5856
lgt602d.map,84,6594,53708,48693,10962,188,2516
lgt602d.map,85,51416,11172,7837,4328,40,17200
lgt602d.map,86,28975,40534,7351,2983,106,429
lgt602d.map,87,13481,16441,11684,93,1340,288
lgt602d.map,88,32688,16342,43370,3324,413,2249
lgt602d.map,89,46529,15756,61933,3609,8002,7194
lgt602d.map,90,6154,6076,42292,1274,1068,193
lgt602d.map,91,6873,12125,48897,51,9968,4884
lgt602d.map,92,18496,42974,43863,213,4206,5619
lgt602d.map,93,46778,36108,23803,597,8706,1943
lgt602d.map,94,10489,14927,42972,142,1724,1932
lgt602d.map,95,19108,45830,40572,194,767,1760
lgt602d.map,96,17419,27743,40294,233,5059,1886
lgt602d.map,97,34033,36382,53317,62,20616,12601
lgt602d.map,98,21408,27375,9766,2793,131,362
lgt602d.map,99,18792,33629,60297,638,8529,4860
lgt603d.map,0,22096,33325,11437,2263,9837,8518
lgt603d.map,1,56280,40399,31216,4832,8513,12271
lgt603d.map,2,28321,44263,24739,99,1384,2056
lgt603d.map,3,33209,29239,18700,26,46,46
lgt603d.map,4,56233,24925,18474,14606,0,0
lgt603d.map,5,40069,28846,52391,188,1949,3758
lgt603d.map,6,7763,23854,55814,12205,3263,13627
lgt603d.map,7,57969,36726,26586,529,17002,11548
lgt603d.map,8,11088,6058,52843,12191,2599,12606
lgt603d.map,9,55314,29819,33172,13821,1743,8883
lgt603d.map,10,33304,13147,4502,6784,28,2687
lgt603d.map,11,17763,40462,9671,99,14267,12162
lgt603d.map,12,60666,25779,39492,16429,0,0
lgt603d.map,13,45138,43692,8246,328,19666,11520
lgt603d.map,14,32472,3018,35839,10976,0,0
lgt603d.map,15,49337,47453,21862,21,14258,13688
lgt603d.map,16,12224,26991,36196,2390,2152,5375
lgt603d.map,17,33451,25397,26686,12435,55,2860
lgt603d.map,18,52604,38125,31868,441,7729,9404
lgt603d.map,19,54346,42292,25651,5606,9285,14490
lgt603d.map,20,54970,50007,33204,1240,68,72
lgt603d.map,21,36944,34893,58094,2597,1290,1661
lgt603d.map,22,57624,33967,24961,9052,5913,11901
lgt603d.map,23,23673,22307,26580,47,2434,4281
lgt603d.map,24,30496,16724,54373,94,15805,12597
lgt603d.map,25,30845,23794,46981,12730,0,0
lgt603d.map,26,35355,25687,11676,12802,626,3865
lgt603d.map,27,33384,19072,11201,2520,8646,12636
lgt603d.map,28,30288,37247,38656,92,17,17
lgt603d.map,29,49072,43007,57432,2090,197,1919
lgt603d.map,30,23888,25747,25325,22,39,39
lgt603d.map,31,25811,34717,54413,1648,14318,17746
lgt603d.map,32,33544,25293,41848,2415,4422,4977
lgt603d.map,33,56009,29099,59871,13058,0,0
lgt603d.map,34,12280,31641,25241,160,11934,10338
lgt603d.map,35,58769,55588,24156,138,17124,18669
lgt603d.map,36,26953,31918,10274,2946,9471,10297
lgt603d.map,37,59843,39533,45903,522,9037,7315
lgt603d.map,38,30225,17871,52006,3164,13822,9276
lgt603d.map,39,33272,37594,30615,1165,8918,4113
lgt603d.map,40,46972,59860,26310,74,13693,15414
lgt603d.map,41,26026,32546,42268,661,4622,6151
lgt603d.map,42,19401,36014,24596,73,9898,12210
lgt603d.map,43,29241,51692,35149,110,4609,7820
lgt603d.map,44,13146,32262,41867,12243,909,13049
lgt603d.map,45,25192,43235,40699,7310,1683,12153
lgt603d.map,46,36768,35626,26487,34,2479,714
lgt603d.map,47,57012,53455,16022,69,14875,14591
lgt603d.map,48,17408,38207,42509,4973,5702,8239
lgt603d.map,49,24347,20915,33087,109,2240,1405
lgt603d.map,50,56817,47717,12039,252,16858,13454
lgt603d.map,51,28241,25005,49599,11985,1544,12822
lgt603d.map,52,10811,7063,57390,21,14852,20270
lgt603d.map,53,50011,47907,29663,12,16295,14147
lgt603d.map,54,36787,34094,57911,713,11731,9011
lgt603d.map,55,57625,17637,4651,20482,0,0
lgt603d.map,56,53960,17434,24640,14869,4251,9995
lgt603d.map,57,40912,13557,5198,163,15340,11602
lgt603d.map,58,43960,44610,31407,296,3398,6529
lgt603d.map,59,43480,35177,24371,3900,4164,5588
lgt603d.map,60,57201,56710,26399,26,3529,2945
lgt603d.map,61,26834,25143,54037,61,9146,17666
lgt603d.map,62,57254,56917,33094,105,13045,10922
lgt603d.map,63,60217,25108,23299,18473,617,7414
lgt603d.map,64,33194,50247,10340,4130,11303,12254
lgt603d.map,65,39221,35743,25981,10068,75,2457
lgt603d.map,66,25579,13686,8637,1220,11205,16574
lgt603d.map,67,42416,24158,10578,3934,1989,4095
lgt603d.map,68,55593,51642,23297,2400,12447,14852
lgt603d.map,69,55552,36345,53547,11398,0,0
lgt603d.map,70,53418,41004,29563,9879,3025,11786
lgt603d.map,71,36808,37491,30642,23,7396,6209
lgt603d.map,72,51890,41475,24148,9765,6869,10840
lgt603d.map,73,28256,47220,32818,13314,0,0
lgt603d.map,74,11788,670,21983,12919,43,7709
lgt603d.map,75,46370,57167,45834,11898,0,0
lgt603d.map,76,34827,28711,56556,15966,0,0
lgt603d.map,77,24401,13162,28743,584,12637,13574
lgt603d.map,78,40177,53727,18106,2200,11106,10216
lgt603d.map,79,9811,41582,3556,1117,14725,12068
lgt603d.map,80,10284,37150,46509,14442,0,0
lgt603d.map,81,42104,44676,31875,14,4156,4613
lgt603d.map,82,53505,33850,59657,14450,0,0
lgt603d.map,83,54369,54730,26923,758,9010,15756
lgt603d.map,84,37593,41110,23998,5731,0,0
lgt603d.map,85,37985,34331,21034,502,7836,7528
lgt603d.map,86,54510,54269,31534,9,15643,8798
lgt603d.map,87,31024,30535,27129,32,8647,12982
lgt603d.map,88,44683,34366,49172,66,5182,2828
lgt603d.map,89,56242,56268,25090,27,17051,14819
lgt603d.map,90,20443,10814,38789,77,1832,7488
lgt603d.map,91,21840,10834,57030,562,14034,19476
lgt603d.map,92,54345,57934,39765,95,1767,4296
lgt603d.map,93,33745,26682,21894,74,121,121
lgt603d.map,94,11681,22903,40116,223,3258,792
lgt603d.map,95,26365,27334,45575,13208,2889,12588
lgt603d.map,96,13800,33557,25069,8731,2471,8459
lgt603d.map,97,59547,54951,6285,298,3351,3523
lgt603d.map,98,38348,6054,9447,450,13242,10877
lgt603d.map,99,59795,35910,36020,6244,11,11
lgt604d.map,0,2642,9463,7979,38,45,45
lgt604d.map,1,9466,8452,10250,7,28,28
lgt604d.map,2,26744,28532,19458,25,508,1536
lgt604d.map,3,25531,24358,5949,904,119,2832
lgt604d.map,4,22705,25981,4460,2914,24,410
lgt604d.map,5,13881,15914,10307,245,39,183
lgt604d.map,6,15128,18928,37747,570,327,6277
lgt604d.map,7,11994,8739,28268,48,9186,3099
lgt604d.map,8,1927,7687,26039,83,2925,567
lgt604d.map,9,13857,24716,22082,4523,458,2927
lgt604d.map,10,8593,9485,28777,665,1244,105
lgt604d.map,11,12768,23151,34215,1972,141,1827
lgt604d.map,12,38498,26531,1159,4668,114,138
lgt604d.map,13,4441,12586,35973,82,291,218
lgt604d.map,14,4459,23614,44540,2810,175,224
lgt604d.map,15,5924,6980,3181,49,11,51
lgt604d.map,16,23618,27243,9767,8513,0,0
lgt604d.map,17,6744,28511,31174,6183,86,147
lgt604d.map,18,2435,17115,34462,65,304,231
lgt604d.map,19,5193,19419,22198,562,14,14
lgt604d.map,20,28032,24122,28403,886,38,4207
lgt604d.map,21,19379,25470,9206,5553,25,644
lgt604d.map,22,3905,391,1414,43,34,34
lgt604d.map,23,32448,40013,15056,56,2578,458
lgt604d.map,24,21889,15765,8698,126,617,2112
lgt604d.map,25,16267,3662,29031,96,8919,2846
lgt604d.map,26,28024,8521,10285,2429,1,1940
lgt604d.map,27,18960,14887,380,673,190,855
lgt604d.map,28,8011,24661,20059,889,168,96
lgt604d.map,29,26290,21631,1909,822,127,2995
lgt604d.map,30,19696,18377,13239,95,1896,1574
lgt604d.map,31,896,6213,21448,26,599,136
lgt604d.map,32,20673,7235,19053,83,804,336
lgt604d.map,33,26290,12308,44789,604,889,3921
lgt604d.map,34,21440,33706,34207,290,8,1520
lgt604d.map,35,28256,22956,12339,782,1049,3473
lgt604d.map,36,28521,28665,12485,915,2635,8926
lgt604d.map,37,19450,7445,30918,297,239,476
lgt604d.map,38,37243,35214,18439,14,648,261
lgt604d.map,39,13280,6190,22976,35,593,2313
lgt604d.map,40,37996,12742,7999,147,84,102
lgt604d.map,41,29530,15053,41779,3915,182,5614
lgt604d.map,42,23600,24475,22754,1253,816,299
lgt604d.map,43,26036,11774,4212,2940,24,863
lgt604d.map,44,2163,7725,21709,27,788,162
lgt604d.map,45,1903,12789,21063,123,144,144
lgt604d.map,46,23257,14630,9459,882,142,2332
lgt604d.map,47,8496,9290,26901,39,137,137
lgt604d.map,48,22394,12027,22451,1043,30,88
lgt604d.map,49,6498,13271,24143,86,1407,118
lgt604d.map,50,24480,20147,10504,50,1363,305
lgt604d.map,51,9266,25367,34715,156,55,84
lgt604d.map,52,28920,15604,12619,416,5579,584
lgt604d.map,53,27900,15763,17948,56,609,186
lgt604d.map,54,17378,13501,34967,1013,165,558
lgt604d.map,55,10360,6475,19038,430,2307,4215
lgt604d.map,56,14073,3418,8941,72,72,72
lgt604d.map,57,4680,2917,15778,16,78,78
lgt604d.map,58,7696,23866,23858,87,9,72
lgt604d.map,59,14746,9764,26039,99,3746,2914
lgt604d.map,60,18131,22909,14628,49,1991,607
lgt604d.map,61,22585,19302,2950,20,159,164
lgt604d.map,62,10035,19667,3159,194,69,69
lgt604d.map,63,17688,29041,1394,834,230,3237
lgt604d.map,64,12746,24859,41278,80,164,122
lgt604d.map,65,17276,18173,15926,1111,835,1959
lgt604d.map,66,8776,8022,13043,9,486,60
lgt604d.map,67,1155,3950,21068,24,153,153
lgt604d.map,68,8249,10245,26287,37,3020,952
lgt604d.map,69,3176,12523,14010,52,38,74
lgt604d.map,70,24614,17033,4150,40,72,80
lgt604d.map,71,20324,10496,12788,79,316,345
lgt604d.map,72,40257,6668,12014,194,49,49
lgt604d.map,73,14549,25129,29917,343,45,2349
lgt604d.map,74,5712,7484,2643,9,45,45
lgt604d.map,75,26651,22371,16260,39,42,54
lgt604d.map,76,18036,31933,37485,143,37,46
lgt604d.map,77,23008,12877,15135,339,570,199
lgt604d.map,78,17611,20646,13283,14,602,592
lgt604d.map,79,10972,18047,15862,38,973,479
lgt604d.map,80,22960,22447,17871,10,41,47
lgt604d.map,81,4173,21077,18703,115,2671,433
lgt604d.map,82,2896,6943,2779,18,3921,538
lgt604d.map,83,13760,4686,3964,71,41,73
lgt604d.map,84,16879,9503,372,69,60,433
lgt604d.map,85,27644,21909,15095,155,45,76
lgt604d.map,86,43032,42284,9244,15,235,318
lgt604d.map,87,24861,29655,15086,39,754,136
lgt604d.map,88,904,22118,22466,3001,74,138
lgt604d.map,89,23966,21823,14758,404,893,326
lgt604d.map,90,10784,2179,12002,38,126,311
lgt604d.map,91,7965,20829,27774,91,6965,1123
lgt604d.map,92,27038,14798,10725,3910,25,3236
lgt604d.map,93,22593,13486,5482,38,125,125
lgt604d.map,94,2428,10109,18684,1907,596,126
lgt604d.map,95,27535,23663,8511,837,45,2582
lgt604d.map,96,16176,8015,23667,588,90,424
lgt604d.map,97,5977,9035,16419,35,1898,470
lgt604d.map,98,28901,28261,18694,8347,0,0
lgt604d.map,99,1658,8775,25637,62,151,151
lgt605d.map,0,3237,5301,2758,25,37,41
lgt605d.map,1,2321,1890,5302,24,35,35
lgt605d.map,2,2112,1776,6738,31,80,54
lgt605d.map,3,4568,2826,1774,27,23,23
lgt605d.map,4,820,2653,7246,40,257,104
lgt605d.map,5,705,2706,6639,80,53,53
lgt605d.map,6,2339,2941,2621,23,11,14
lgt605d.map,7,3216,4997,1422,48,48,78
lgt605d.map,8,1578,3942,6946,29,64,64
lgt605d.map,9,720,1529,6318,24,389,107
lgt605d.map,10,6213,5909,3862,11,34,122
lgt605d.map,11,4888,4587,6425,12,23,23
lgt605d.map,12,3131,1476,7350,24,183,180
lgt605d.map,13,806,500,2190,7,72,72
lgt605d.map,14,4256,1918,616,55,51,81
lgt605d.map,15,2337,2949,5315,13,27,32
lgt605d.map,16,1304,3767,2711,34,26,40
lgt605d.map,17,6943,3148,2095,54,129,259
lgt605d.map,18,2616,4170,7142,25,273,194
lgt605d.map,19,3657,2533,3326,21,22,22
lgt605d.map,20,1984,6734,4391,583,22,45
lgt605d.map,21,3042,3149,2611,6,23,23
lgt605d.map,22,1408,3037,1341,36,332,68
lgt605d.map,23,2233,2965,3962,19,39,39
lgt605d.map,24,2226,2018,2107,5,16,16
lgt605d.map,25,3266,2847,2086,12,48,54
lgt605d.map,26,2420,1285,6222,14,91,46
lgt605d.map,27,4065,1459,1959,57,46,46
lgt605d.map,28,2533,4902,3341,24,16,24
lgt605d.map,29,3465,2015,2378,23,57,57
lgt605d.map,30,1008,2613,6719,60,688,79
lgt605d.map,31,4464,3857,1751,18,55,55
lgt605d.map,32,2064,2954,1110,75,20,86
lgt605d.map,33,1994,4355,4788,32,40,40
lgt605d.map,34,2296,4174,6320,43,508,191
lgt605d.map,35,6320,5315,2141,133,49,245
lgt605d.map,36,5416,4471,1723,28,42,42
lgt605d.map,37,3056,1093,6944,26,81,64
lgt605d.map,38,1304,2083,6719,54,672,78
lgt605d.map,39,3161,5007,306,27,57,57
lgt605d.map,40,3744,2616,2539,17,28,32
lgt605d.map,41,1665,2908,3427,20,10,21
lgt605d.map,42,4488,4695,6015,4,40,33
lgt605d.map,43,1097,1204,3977,6,32,32
lgt605d.map,44,4291,3981,2814,5,46,46
lgt605d.map,45,1026,2851,1174,48,29,31
lgt605d.map,46,2428,719,6420,60,285,65
lgt605d.map,47,3971,1605,5399,27,36,28
lgt605d.map,48,5610,7349,3260,30,42,42
lgt605d.map,49,3557,2287,1118,47,45,45
lgt605d.map,50,4480,3570,1572,27,43,43
lgt605d.map,51,3040,4595,6621,26,296,64
lgt605d.map,52,7031,3948,3031,315,9,201
lgt605d.map,53,1897,5708,6946,40,19,51
lgt605d.map,54,3736,4685,1385,32,23,41
lgt605d.map,55,2225,1207,5097,23,40,40
lgt605d.map,56,3217,4699,894,55,29,69
lgt605d.map,57,1226,1210,1930,17,9,8
lgt605d.map,58,6428,2495,2038,175,42,52
lgt605d.map,59,1120,2541,4290,36,20,33
lgt605d.map,60,6208,3737,3320,246,10,454
lgt605d.map,61,608,2962,4054,39,53,72
lgt605d.map,62,2746,3007,6310,52,349,57
lgt605d.map,63,1000,1174,2381,35,42,41
lgt605d.map,64,4358,4078,607,33,66,94
lgt605d.map,65,1299,2319,3653,21,19,28
lgt605d.map,66,1413,4694,1983,48,33,39
lgt605d.map,67,1627,3467,3774,33,6,23
lgt605d.map,68,2296,5707,1003,368,46,58
lgt605d.map,69,704,5102,1772,75,34,41
lgt605d.map,70,2594,2750,1922,55,7,56
lgt605d.map,71,4683,3469,2655,35,19,40
lgt605d.map,72,3753,4579,1902,11,19,21
lgt605d.map,73,2937,4902,2062,28,59,59
lgt605d.map,74,2752,996,4387,23,29,29
lgt605d.map,75,1992,3635,1865,22,20,25
lgt605d.map,76,2640,2843,1962,6,63,66
lgt605d.map,77,2937,4062,4492,20,25,25
lgt605d.map,78,3137,2013,6938,21,153,47
lgt605d.map,79,1770,2407,6732,26,780,297
lgt605d.map,80,4289,6631,1770,72,44,71
lgt605d.map,81,4573,4693,2932,19,16,23
lgt605d.map,82,1498,2034,6228,27,364,56
lgt605d.map,83,6112,7148,807,17,97,408
lgt605d.map,84,1828,1494,4804,29,40,40
lgt605d.map,85,3880,1513,3444,26,24,24
lgt605d.map,86,3032,2103,3863,12,15,15
lgt605d.map,87,2851,1324,3230,34,37,37
lgt605d.map,88,2043,2020,3574,24,15,15
lgt605d.map,89,1097,4087,405,59,33,36
lgt605d.map,90,2041,1294,3150,34,35,35
lgt605d.map,91,1688,1090,6521,27,499,181
lgt605d.map,92,3740,1366,1415,29,44,44
lgt605d.map,93,3538,5707,1199,120,46,52
lgt605d.map,94,2445,2343,2126,3,12,12
lgt605d.map,95,6112,3425,1572,200,18,513
lgt605d.map,96,6216,6117,1188,6,64,339
lgt605d.map,97,2288,1228,1131,85,795,56
lgt605d.map,98,1520,1921,1094,16,7,18
lgt605d.map,99,1102,5002,5510,53,13,50
orz000d.map,0,5393,2570,1603,76,99,578
orz000d.map,1,1416,1577,2579,8,43,43
orz000d.map,2,3628,2525,2670,32,21,24
orz000d.map,3,3336,4171,1893,36,43,43
orz000d.map,4,4056,2485,1437,52,49,61
orz000d.map,5,3330,4539,1414,50,80,58
orz000d.map,6,2744,3634,5390,35,331,50
orz000d.map,7,4148,4188,5222,3,42,34
orz000d.map,8,1162,2355,3053,47,56,29
orz000d.map,9,3024,1601,428,64,117,49
orz000d.map,10,3652,2565,4782,48,50,50
orz000d.map,11,2092,1237,5230,28,563,98
orz000d.map,12,520,487,2668,12,82,78
orz000d.map,13,1532,4358,4126,73,74,74
orz000d.map,14,3497,4323,1294,32,59,65
orz000d.map,15,4184,2842,2569,45,22,32
orz000d.map,16,1403,423,3491,29,54,54
orz000d.map,17,4049,5198,2955,199,50,50
orz000d.map,18,2842,2972,4910,11,59,78
orz000d.map,19,2651,3599,4731,29,617,66
orz000d.map,20,3627,2515,1962,33,40,116
orz000d.map,21,4014,3636,356,19,723,156
orz000d.map,22,424,2038,3882,60,79,79
orz000d.map,23,1936,1647,5154,10,249,98
orz000d.map,24,5312,4782,1636,17,89,297
orz000d.map,25,5154,3219,1652,56,49,218
orz000d.map,26,1403,1412,3971,10,80,79
orz000d.map,27,2423,1174,1054,60,7,6
orz000d.map,28,4379,3668,2367,32,32,35
orz000d.map,29,2777,4375,4580,41,45,5
orz000d.map,30,418,2655,4811,85,107,107
orz000d.map,31,1872,1544,1010,9,15,14
orz000d.map,32,1554,300,3178,55,105,56
orz000d.map,33,4323,4030,5550,14,42,86
orz000d.map,34,1520,2515,3921,36,47,70
orz000d.map,35,1512,525,1358,253,21,21
orz000d.map,36,5218,4437,4500,44,42,31
orz000d.map,37,3016,3222,1251,7,45,45
orz000d.map,38,3796,3702,695,19,1420,151
orz000d.map,39,2128,2560,220,31,278,142
orz000d.map,40,1432,3356,3404,51,37,83
orz000d.map,41,4124,4662,2687,19,37,37
orz000d.map,42,3473,4111,1366,35,51,67
orz000d.map,43,434,1620,3447,82,87,91
orz000d.map,44,3652,2470,5396,37,250,64
orz000d.map,45,418,631,5347,14,379,123
orz000d.map,46,4200,3292,2894,29,31,127
orz000d.map,47,3121,2879,5110,11,69,69
orz000d.map,48,2649,2046,5138,28,73,73
orz000d.map,49,379,2883,3104,65,22,82
orz000d.map,50,1360,1832,5049,33,1332,165
orz000d.map,51,1561,2139,1637,19,31,32
orz000d.map,52,3985,3052,315,34,78,114
orz000d.map,53,1746,1710,3420,7,48,53
orz000d.map,54,2456,1582,576,35,1480,154
orz000d.map,55,5104,4038,2322,109,65,350
orz000d.map,56,610,894,1923,88,31,446
orz000d.map,57,2516,2262,3133,15,17,17
orz000d.map,58,3018,2901,3906,10,36,36
orz000d.map,59,3138,2108,5036,32,810,102
orz000d.map,60,1507,2148,2758,32,21,36
orz000d.map,61,1642,1733,4206,12,74,75
orz000d.map,62,416,586,4921,26,1788,184
orz000d.map,63,2142,2143,4326,2,192,63
orz000d.map,64,3610,4135,2243,46,34,61
orz000d.map,65,4602,4890,1380,9,95,96
orz000d.map,66,1661,661,4955,535,1710,141
orz000d.map,67,3563,4005,692,21,1205,159
orz000d.map,68,4729,1532,1330,80,9,9
orz000d.map,69,3848,3309,2841,20,46,34
orz000d.map,70,4113,3142,1404,38,45,45
orz000d.map,71,2216,3243,523,28,1159,140
orz000d.map,72,3989,1606,1207,64,16,16
orz000d.map,73,3008,2671,2778,18,28,20
orz000d.map,74,2184,1990,3769,17,65,65
orz000d.map,75,2138,1947,5277,20,240,99
orz000d.map,76,1961,807,5150,35,149,87
orz000d.map,77,2649,3855,183,55,265,141
orz000d.map,78,3720,2997,1264,44,47,47
orz000d.map,79,3528,3695,2974,8,31,34
orz000d.map,80,4377,2621,2753,51,62,29
orz000d.map,81,2192,3149,4498,38,56,56
orz000d.map,82,1318,1390,3384,33,195,56
orz000d.map,83,3507,2509,5006,40,809,107
orz000d.map,84,3026,726,388,61,19,41
orz000d.map,85,1944,1835,3732,21,60,60
orz000d.map,86,3627,4189,1543,27,58,155
orz000d.map,87,3930,3135,1247,36,49,64
orz000d.map,88,3096,3373,3450,18,8,14
orz000d.map,89,1578,3003,4999,46,1830,153
orz000d.map,90,1523,2118,3356,36,39,52
orz000d.map,91,4169,4047,3028,5,32,32
orz000d.map,92,440,2221,3228,85,85,314
orz000d.map,93,5480,4259,3663,40,27,27
orz000d.map,94,2178,3133,267,36,206,118
orz000d.map,95,3433,3970,1909,18,44,44
orz000d.map,96,4497,4731,4646,102,1,13
orz000d.map,97,1362,2127,3803,46,59,59
orz000d.map,98,1409,1950,4851,22,86,86
orz000d.map,99,4824,4316,2926,29,34,46
orz100d.map,0,35865,102723,77956,9552,32573,34572
orz100d.map,1,93754,63645,73420,15618,4242,13833
orz100d.map,2,151497,146396,57130,2131,43925,16343
orz100d.map,3,39144,49427,19838,2384,60,60
orz100d.map,4,24010,40434,27234,10016,0,0
orz100d.map,5,159531,77355,27718,50078,14704,41100
orz100d.map,6,107306,74445,12891,3343,991,4128
orz100d.map,7,126552,17038,26430,9987,27,27
orz100d.map,8,82284,117076,131701,57145,24,33259
orz100d.map,9,150200,74652,123369,1501,2421,7808
orz100d.map,10,72417,132756,101786,59407,0,0
orz100d.map,11,51576,69657,129186,7352,37368,53328
orz100d.map,12,97706,152749,12181,1181,50942,51677
orz100d.map,13,16690,141341,113700,63353,0,0
orz100d.map,14,121681,100298,112375,42666,0,0
orz100d.map,15,142643,154500,114070,63,27476,10363
orz100d.map,16,94203,85366,159165,19555,8608,44015
orz100d.map,17,154492,70014,81420,51416,5099,44681
orz100d.map,18,55210,47478,70146,1867,26663,18815
orz100d.map,19,107449,101917,145907,55674,31,265
orz100d.map,20,146256,139111,16167,5207,53326,53891
orz100d.map,21,75320,91100,158838,25016,17230,45830
orz100d.map,22,62672,121566,86127,53784,572,10904
orz100d.map,23,90367,159580,33900,9708,1793,14653
orz100d.map,24,46624,126205,144037,61130,53,34973
orz100d.map,25,155448,150199,28559,412,69299,51278
orz100d.map,26,133477,155117,4375,723,68265,52994
orz100d.map,27,57133,68511,74454,5961,4031,20763
orz100d.map,28,122568,20011,102176,53172,0,0
orz100d.map,29,118665,112458,4725,681,57832,59037
orz100d.map,30,134536,158894,50231,356,50561,39395
orz100d.map,31,24376,108923,144494,7933,44836,55732
orz100d.map,32,47034,79053,84090,5801,34628,23351
orz100d.map,33,113513,116146,61250,22688,0,0
orz100d.map,34,68907,103526,124583,13953,13965,4799
orz100d.map,35,135950,125319,44623,43616,10555,45635
orz100d.map,36,121479,83999,44552,46943,3160,22842
orz100d.map,37,92801,88477,119271,5168,28608,33546
orz100d.map,38,93090,101548,4788,19142,31428,43761
orz100d.map,39,10924,96575,105886,6053,43190,58808
orz100d.map,40,26554,15733,89532,188,36121,14059
orz100d.map,41,112481,155893,31431,1511,38864,43531
orz100d.map,42,49473,29774,79366,7069,31,31
orz100d.map,43,117000,64875,101602,235,37534,28691
orz100d.map,44,80717,81567,131679,33,25834,54181
orz100d.map,45,79988,71479,133196,7291,11310,5265
orz100d.map,46,112075,109924,72443,1685,38276,37017
orz100d.map,47,10073,31748,151443,109,54223,63158
orz100d.map,48,25616,37101,19613,34,157,162
orz100d.map,49,91217,94773,112839,5098,9090,15432
orz100d.map,50,35888,155978,137856,52260,1317,39154
orz100d.map,51,140876,65046,58438,51068,4188,44691
orz100d.map,52,148177,153918,48626,20,54938,47316
orz100d.map,53,28179,1083,49747,103,38099,16386
orz100d.map,54,85378,42412,122823,37796,0,0
orz100d.map,55,139488,84651,145067,28298,112,4580
orz100d.map,56,113796,76556,67954,48710,881,44825
orz100d.map,57,121573,139117,138919,3630,408,1925
orz100d.map,58,96396,55476,144970,23326,3968,1550
orz100d.map,59,136976,105832,94855,95,24677,3420
orz100d.map,60,22828,79597,147940,50767,3893,45119
orz100d.map,61,51867,61379,72603,3933,31750,31437
orz100d.map,62,82106,91580,99781,2312,1141,614
orz100d.map,63,97088,98316,127532,6,20517,49639
orz100d.map,64,8972,22343,133438,193,52763,52885
orz100d.map,65,28241,24810,102622,160,51045,40747
orz100d.map,66,148322,129719,12116,1358,60417,54234
orz100d.map,67,44152,38814,37898,22,5122,8398
orz100d.map,68,8962,42452,98663,9991,263,2676
orz100d.map,69,146676,58445,4807,55069,10402,43806
orz100d.map,70,114890,147838,68397,5616,38311,35722
orz100d.map,71,152673,31731,86893,58482,4256,14909
orz100d.map,72,94044,83255,157901,5525,327,25441
orz100d.map,73,37164,68709,150583,103,34037,50438
orz100d.map,74,75552,25233,87302,26966,3987,9630
orz100d.map,75,33401,60553,91270,8403,48,48
orz100d.map,76,21968,110124,133317,10004,40260,54596
orz100d.map,77,61176,150705,12224,2625,17730,45637
orz100d.map,78,111160,84580,73335,8055,36045,22884
orz100d.map,79,86138,117947,24925,27660,7461,41587
orz100d.map,80,28914,10847,143292,72,52918,58464
orz100d.map,81,82441,98481,54026,255,22480,43961
orz100d.map,82,5112,125778,129221,61315,984,29109
orz100d.map,83,85377,110987,133924,13369,76,74
orz100d.map,84,155112,111782,68360,42801,9742,31279
orz100d.map,85,138616,127686,152010,2627,4417,7986
orz100d.map,86,3945,78045,121193,41450,16772,48336
